Datum;TE06 Büro- Raumregelung: Einzelraumregler Temperatur Messwert, [°C];TE06 Büro- Raumregelung: Einzelraumregler Temperatur Sollwert, [°C];TE06 Büro- Raumregelung: Fensterkontakt: Fensterkontakt Kippflügel;TE06 Büro- Raumregelung: Fensterkontakt: Fensterkontakt Drehflügel;TE06 Büro- Raumregelung: Fensterkontakt: Fenster gescholssen;TE06 Büro- Raumregelung: Fensterkontakt: Fenster geoeffnet;TE06 Büro- Raumregelung: Fensterkontakt: Fenster gekippt;TE06 Büro- Raumregelung: Fensterkontakt: Fensterkontakt unzulaessiger Zustnad;TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 1 Stellung [%];TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 1 Lamellen Stellung [%];TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 2 Stellung [%];TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 2 Lamellen Stellung [%];TE07 Büro- Raumregelung: Einzelraumregler Temperatur Messwert, [°C];TE07 Büro- Raumregelung: Einzelraumregler Temperatur Sollwert, [°C];TE07 Büro- Raumregelung: Fensterkontakt: Fensterkontakt Kippflügel;TE07 Büro- Raumregelung: Fensterkontakt: Fensterkontakt Drehflügel;TE07 Büro- Raumregelung: Fensterkontakt: Fenster gescholssen;TE07 Büro- Raumregelung: Fensterkontakt: Fenster geoeffnet;TE07 Büro- Raumregelung: Fensterkontakt: Fenster gekippt;TE07 Büro- Raumregelung: Fensterkontakt: Fensterkontakt unzulaessiger Zustnad;TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 1 Stellung [%];TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 1 Lamellen Stellung [%];TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 2 Stellung [%];TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Jalusie 2 Lamellen Stellung [%];MSR02 Wetterstation ALlgemein: aktuelle Lufttemperatur [°C];TE06 Büro Vorregelung: Berechnete Leistung [W], BEACHTE: Durchfluss nur über Ventil-Sekundär-Primär gemessen!;TE07 Büro Vorregelung: Berechnete Leistung [W], BEACHTE: Durchfluss nur über Ventil-Sekundär-Primär gemessen!;Aussen Temperatur Freigabe: Übergangszeit Manuel;Aussen Temperatur Freigabe: Automatik Betrieb;Aussen Temperatur Freigabe: Sommerbetrieb Manuel;Aussen Temperatur Freigabe: Winterbetrieb Manuel;Aussen Temperatur Freigabe: Störungen sperren;Aussen Temperatur Freigabe: Sommerbetrieb;Aussen Temperatur Freigabe: Winterbetrieb;Aussen Temperatur Freigabe: Übergangbetrieb;TE06 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Bewegungsmelder Betriebsmeldung;TE07 Büro- Licht Jalousie Bus- Kommunikation mit CodeSys: Bewegungsmelder Betriebsmeldung;MSR02 Wetterstation Luxmeter 0 - 120klux: Analoges Luxmeter [lux]: Messung
09.04.2025 19:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
09.04.2025 20:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
09.04.2025 20:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
09.04.2025 21:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
09.04.2025 21:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
09.04.2025 22:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
09.04.2025 22:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
09.04.2025 23:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
09.04.2025 23:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 00:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 00:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 01:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 01:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 02:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 02:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 03:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 03:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 04:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 04:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 05:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 05:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 06:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 06:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 07:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 07:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 08:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 08:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 09:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 09:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 10:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 10:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 11:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 11:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 12:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 12:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 13:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 13:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 14:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 14:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 15:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 15:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 16:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 16:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 17:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 17:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 18:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 18:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 19:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 19:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 20:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 20:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 21:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 21:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 22:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 22:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 23:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
10.04.2025 23:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 00:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 00:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 01:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 01:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 02:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 02:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 03:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 03:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 04:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 04:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 05:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 05:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 06:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 06:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 07:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 07:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 08:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 08:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 09:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 09:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 10:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 10:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 11:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 11:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 12:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 12:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 13:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 13:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 14:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 14:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 15:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 15:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 16:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 16:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 17:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 17:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 18:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 18:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 19:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 19:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 20:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 20:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 21:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 21:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 22:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 22:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 23:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
11.04.2025 23:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
12.04.2025 00:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
12.04.2025 00:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
12.04.2025 01:00:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
12.04.2025 01:30:00,000;24,382763145848;22;0;0;1;1;0;0;48;0;48;0;23,5770744956816;22;0;1;1;0;0;0;97;0;98;0;17,7999992370605;0;0;0;1;0;0;0;0;0;1;1;1;15297,0976897488
